name,recall,ndcg,gini,coverage,novelty,fdn_a
LLM-FedSUPER-lam=0.0,0.010268300761841669,0.004681617976170269,0.39299625095385016,0.013869232946504387,10.731929779052734,1.0
LLM-FedSUPER-lam=0.1,0.010433918516064922,0.0048062566124164215,0.40928426850715083,0.014435324087178035,10.775066375732422,1.0162201111389562
LLM-FedSUPER-lam=0.2,0.010765154024511428,0.004940889502573705,0.4271113323378132,0.014435324087178035,10.829566955566406,1.0366206639721034
LLM-FedSUPER-lam=0.3,0.01093077177873468,0.005021771179450923,0.4507931240459282,0.016416643079535807,10.900325775146484,1.0574559718471288
LLM-FedSUPER-lam=0.5,0.010765154024511428,0.004833682915399787,0.5327264277771322,0.032550240588734784,11.125500679016113,1.1089074857716734
LLM-FedSUPER-lam=0.8,0.0059622391520370984,0.0025208747175919613,0.5033864310696348,0.14633455986413813,16.292985916137695,1.0916269384214685
LLM-FedNCF-lam=0.5 (no SUPER),0.041073203047366676,0.01966436628548868,0.10001945828144443,0.026889329181998302,8.223633766174316,1.0051955320389172
FedNCF-noDP (reference),0.04024511427625042,0.01856693297060546,0.10001991912833896,0.025757146900651003,8.183099746704102,1.0042515863667185
FedSUPER-noDP (reference),0.010268300761841669,0.004681617976170269,0.39299625095385016,0.013869232946504387,10.731929779052734,1.0
